country,country_code,year_week,source,new_cases,number_sequenced,percent_cases_sequenced,valid_denominator,variant,number_detections_variant,number_sequenced_known_variant,percent_variant
Latvia,LV,2021-47,TESSy,6297,467,7.4,Yes,UNK,85,,
Latvia,LV,2021-48,TESSy,4916,710,14.4,Yes,AY.4.2,1,664,0.2
Latvia,LV,2021-48,TESSy,4916,710,14.4,Yes,B.1.617,0,664,0.0
Latvia,LV,2021-48,TESSy,4916,710,14.4,Yes,B.1.617.2,663,664,99.8
Latvia,LV,2021-48,TESSy,4916,710,14.4,Yes,UNK,46,,
Latvia,LV,2021-49,TESSy,4615,272,5.9,Yes,AY.4.2,1,257,0.4
Latvia,LV,2021-49,TESSy,4615,272,5.9,Yes,B.1.1.529,2,257,0.8
Latvia,LV,2021-49,TESSy,4615,272,5.9,Yes,B.1.617,0,257,0.0
Latvia,LV,2021-49,TESSy,4615,272,5.9,Yes,B.1.617.2,254,257,98.8
Latvia,LV,2021-49,TESSy,4615,272,5.9,Yes,UNK,15,,
Latvia,LV,2021-50,TESSy,5195,848,16.3,Yes,AY.4.2,2,820,0.2
Latvia,LV,2021-50,TESSy,5195,848,16.3,Yes,B.1.617,0,820,0.0
Latvia,LV,2021-50,TESSy,5195,848,16.3,Yes,B.1.617.2,818,820,99.8
Latvia,LV,2021-50,TESSy,5195,848,16.3,Yes,UNK,28,,
Latvia,LV,2021-51,TESSy,4292,328,7.6,Yes,AY.4.2,1,296,0.3
Latvia,LV,2021-51,TESSy,4292,328,7.6,Yes,B.1.1.529,28,296,9.5
Latvia,LV,2021-51,TESSy,4292,328,7.6,Yes,B.1.617,0,296,0.0
Latvia,LV,2021-51,TESSy,4292,328,7.6,Yes,B.1.617.2,267,296,90.2
Latvia,LV,2021-51,TESSy,4292,328,7.6,Yes,UNK,32,,
Latvia,LV,2021-52,TESSy,5590,1021,18.3,Yes,AY.4.2,15,1019,1.5
Latvia,LV,2021-52,TESSy,5590,1021,18.3,Yes,B.1.1.529,172,1019,16.9
Latvia,LV,2021-52,TESSy,5590,1021,18.3,Yes,B.1.617,0,1019,0.0
Latvia,LV,2021-52,TESSy,5590,1021,18.3,Yes,B.1.617.2,832,1019,81.6
Latvia,LV,2021-52,TESSy,5590,1021,18.3,Yes,UNK,2,,
Latvia,LV,2022-02,TESSy,15943,1524,9.6,Yes,AY.4.2,18,1523,1.2
Latvia,LV,2022-02,TESSy,15943,1524,9.6,Yes,B.1.1.529,89,1523,5.8
Latvia,LV,2022-02,TESSy,15943,1524,9.6,Yes,B.1.617.2,1416,1523,93.0
Latvia,LV,2022-02,TESSy,15943,1524,9.6,Yes,UNK,1,,
Liechtenstein,LI,2020-40,GISAID,10,0,0.0,Yes,AT.1,0,0,
Liechtenstein,LI,2020-40,GISAID,10,0,0.0,Yes,AY.4.2,0,0,
Liechtenstein,LI,2020-40,GISAID,10,0,0.0,Yes,B.1.1.529,0,0,
Liechtenstein,LI,2020-40,GISAID,10,0,0.0,Yes,B.1.1.7,0,0,
Liechtenstein,LI,2020-40,GISAID,10,0,0.0,Yes,B.1.1.7+E484K,0,0,
Liechtenstein,LI,2020-40,GISAID,10,0,0.0,Yes,B.1.351,0,0,
Liechtenstein,LI,2020-40,GISAID,10,0,0.0,Yes,B.1.427/B.1.429,0,0,
Liechtenstein,LI,2020-40,GISAID,10,0,0.0,Yes,B.1.525,0,0,
Liechtenstein,LI,2020-40,GISAID,10,0,0.0,Yes,B.1.526,0,0,
Liechtenstein,LI,2020-40,GISAID,10,0,0.0,Yes,B.1.616,0,0,
Liechtenstein,LI,2020-40,GISAID,10,0,0.0,Yes,B.1.617,0,0,
Liechtenstein,LI,2020-40,GISAID,10,0,0.0,Yes,B.1.617.1,0,0,
Liechtenstein,LI,2020-40,GISAID,10,0,0.0,Yes,B.1.617.2,0,0,
Liechtenstein,LI,2020-40,GISAID,10,0,0.0,Yes,B.1.617.3,0,0,
Liechtenstein,LI,2020-40,GISAID,10,0,0.0,Yes,B.1.620,0,0,
Liechtenstein,LI,2020-40,GISAID,10,0,0.0,Yes,B.1.621,0,0,
Liechtenstein,LI,2020-40,GISAID,10,0,0.0,Yes,B.1.640,0,0,
Liechtenstein,LI,2020-40,GISAID,10,0,0.0,Yes,C.1.2,0,0,
Liechtenstein,LI,2020-40,GISAID,10,0,0.0,Yes,C.37,0,0,
Liechtenstein,LI,2020-40,GISAID,10,0,0.0,Yes,P.1,0,0,
Liechtenstein,LI,2020-40,GISAID,10,0,0.0,Yes,P.3,0,0,
Liechtenstein,LI,2020-40,GISAID,10,0,0.0,Yes,UNK,0,,
Liechtenstein,LI,2020-40,GISAID,10,0,0.0,Yes,Other,0,0,
Liechtenstein,LI,2020-41,GISAID,21,0,0.0,Yes,AT.1,0,0,
Liechtenstein,LI,2020-41,GISAID,21,0,0.0,Yes,AY.4.2,0,0,
Liechtenstein,LI,2020-41,GISAID,21,0,0.0,Yes,B.1.1.529,0,0,
Liechtenstein,LI,2020-41,GISAID,21,0,0.0,Yes,B.1.1.7,0,0,
Liechtenstein,LI,2020-41,GISAID,21,0,0.0,Yes,B.1.1.7+E484K,0,0,
Liechtenstein,LI,2020-41,GISAID,21,0,0.0,Yes,B.1.351,0,0,
Liechtenstein,LI,2020-41,GISAID,21,0,0.0,Yes,B.1.427/B.1.429,0,0,
Liechtenstein,LI,2020-41,GISAID,21,0,0.0,Yes,B.1.525,0,0,
Liechtenstein,LI,2020-41,GISAID,21,0,0.0,Yes,B.1.526,0,0,
Liechtenstein,LI,2020-41,GISAID,21,0,0.0,Yes,B.1.616,0,0,
Liechtenstein,LI,2020-41,GISAID,21,0,0.0,Yes,B.1.617,0,0,
Liechtenstein,LI,2020-41,GISAID,21,0,0.0,Yes,B.1.617.1,0,0,
Liechtenstein,LI,2020-41,GISAID,21,0,0.0,Yes,B.1.617.2,0,0,
Liechtenstein,LI,2020-41,GISAID,21,0,0.0,Yes,B.1.617.3,0,0,
Liechtenstein,LI,2020-41,GISAID,21,0,0.0,Yes,B.1.620,0,0,
Liechtenstein,LI,2020-41,GISAID,21,0,0.0,Yes,B.1.621,0,0,
Liechtenstein,LI,2020-41,GISAID,21,0,0.0,Yes,B.1.640,0,0,
Liechtenstein,LI,2020-41,GISAID,21,0,0.0,Yes,C.1.2,0,0,
Liechtenstein,LI,2020-41,GISAID,21,0,0.0,Yes,C.37,0,0,
Liechtenstein,LI,2020-41,GISAID,21,0,0.0,Yes,P.1,0,0,
Liechtenstein,LI,2020-41,GISAID,21,0,0.0,Yes,P.3,0,0,
Liechtenstein,LI,2020-41,GISAID,21,0,0.0,Yes,UNK,0,,
Liechtenstein,LI,2020-41,GISAID,21,0,0.0,Yes,Other,0,0,
Liechtenstein,LI,2020-42,GISAID,76,0,0.0,Yes,AT.1,0,0,
Liechtenstein,LI,2020-42,GISAID,76,0,0.0,Yes,AY.4.2,0,0,
Liechtenstein,LI,2020-42,GISAID,76,0,0.0,Yes,B.1.1.529,0,0,
Liechtenstein,LI,2020-42,GISAID,76,0,0.0,Yes,B.1.1.7,0,0,
Liechtenstein,LI,2020-42,GISAID,76,0,0.0,Yes,B.1.1.7+E484K,0,0,
Liechtenstein,LI,2020-42,GISAID,76,0,0.0,Yes,B.1.351,0,0,
Liechtenstein,LI,2020-42,GISAID,76,0,0.0,Yes,B.1.427/B.1.429,0,0,
Liechtenstein,LI,2020-42,GISAID,76,0,0.0,Yes,B.1.525,0,0,
Liechtenstein,LI,2020-42,GISAID,76,0,0.0,Yes,B.1.526,0,0,
Liechtenstein,LI,2020-42,GISAID,76,0,0.0,Yes,B.1.616,0,0,
Liechtenstein,LI,2020-42,GISAID,76,0,0.0,Yes,B.1.617,0,0,
Liechtenstein,LI,2020-42,GISAID,76,0,0.0,Yes,B.1.617.1,0,0,
Liechtenstein,LI,2020-42,GISAID,76,0,0.0,Yes,B.1.617.2,0,0,
Liechtenstein,LI,2020-42,GISAID,76,0,0.0,Yes,B.1.617.3,0,0,
Liechtenstein,LI,2020-42,GISAID,76,0,0.0,Yes,B.1.620,0,0,
Liechtenstein,LI,2020-42,GISAID,76,0,0.0,Yes,B.1.621,0,0,
Liechtenstein,LI,2020-42,GISAID,76,0,0.0,Yes,B.1.640,0,0,
Liechtenstein,LI,2020-42,GISAID,76,0,0.0,Yes,C.1.2,0,0,
Liechtenstein,LI,2020-42,GISAID,76,0,0.0,Yes,C.37,0,0,
Liechtenstein,LI,2020-42,GISAID,76,0,0.0,Yes,P.1,0,0,
Liechtenstein,LI,2020-42,GISAID,76,0,0.0,Yes,P.3,0,0,
Liechtenstein,LI,2020-42,GISAID,76,0,0.0,Yes,UNK,0,,
Liechtenstein,LI,2020-42,GISAID,76,0,0.0,Yes,Other,0,0,
Liechtenstein,LI,2020-43,GISAID,177,3,1.7,Yes,AT.1,0,3,0.0
Liechtenstein,LI,2020-43,GISAID,177,3,1.7,Yes,AY.4.2,0,3,0.0
Liechtenstein,LI,2020-43,GISAID,177,3,1.7,Yes,B.1.1.529,0,3,0.0
Liechtenstein,LI,2020-43,GISAID,177,3,1.7,Yes,B.1.1.7,0,3,0.0
Liechtenstein,LI,2020-43,GISAID,177,3,1.7,Yes,B.1.1.7+E484K,0,3,0.0
Liechtenstein,LI,2020-43,GISAID,177,3,1.7,Yes,B.1.351,0,3,0.0
Liechtenstein,LI,2020-43,GISAID,177,3,1.7,Yes,B.1.427/B.1.429,0,3,0.0
Liechtenstein,LI,2020-43,GISAID,177,3,1.7,Yes,B.1.525,0,3,0.0
Liechtenstein,LI,2020-43,GISAID,177,3,1.7,Yes,B.1.526,0,3,0.0
Liechtenstein,LI,2020-43,GISAID,177,3,1.7,Yes,B.1.616,0,3,0.0
Liechtenstein,LI,2020-43,GISAID,177,3,1.7,Yes,B.1.617,0,3,0.0
Liechtenstein,LI,2020-43,GISAID,177,3,1.7,Yes,B.1.617.1,0,3,0.0
Liechtenstein,LI,2020-43,GISAID,177,3,1.7,Yes,B.1.617.2,0,3,0.0
Liechtenstein,LI,2020-43,GISAID,177,3,1.7,Yes,B.1.617.3,0,3,0.0
Liechtenstein,LI,2020-43,GISAID,177,3,1.7,Yes,B.1.620,0,3,0.0
Liechtenstein,LI,2020-43,GISAID,177,3,1.7,Yes,B.1.621,0,3,0.0
Liechtenstein,LI,2020-43,GISAID,177,3,1.7,Yes,B.1.640,0,3,0.0
Liechtenstein,LI,2020-43,GISAID,177,3,1.7,Yes,C.1.2,0,3,0.0
Liechtenstein,LI,2020-43,GISAID,177,3,1.7,Yes,C.37,0,3,0.0
Liechtenstein,LI,2020-43,GISAID,177,3,1.7,Yes,P.1,0,3,0.0
Liechtenstein,LI,2020-43,GISAID,177,3,1.7,Yes,P.3,0,3,0.0
Liechtenstein,LI,2020-43,GISAID,177,3,1.7,Yes,UNK,0,,
Liechtenstein,LI,2020-43,GISAID,177,3,1.7,Yes,Other,3,3,100.0
Liechtenstein,LI,2020-44,GISAID,196,0,0.0,Yes,AT.1,0,0,
Liechtenstein,LI,2020-44,GISAID,196,0,0.0,Yes,AY.4.2,0,0,
Liechtenstein,LI,2020-44,GISAID,196,0,0.0,Yes,B.1.1.529,0,0,
Liechtenstein,LI,2020-44,GISAID,196,0,0.0,Yes,B.1.1.7,0,0,
Liechtenstein,LI,2020-44,GISAID,196,0,0.0,Yes,B.1.1.7+E484K,0,0,
Liechtenstein,LI,2020-44,GISAID,196,0,0.0,Yes,B.1.351,0,0,
Liechtenstein,LI,2020-44,GISAID,196,0,0.0,Yes,B.1.427/B.1.429,0,0,
Liechtenstein,LI,2020-44,GISAID,196,0,0.0,Yes,B.1.525,0,0,
Liechtenstein,LI,2020-44,GISAID,196,0,0.0,Yes,B.1.526,0,0,
Liechtenstein,LI,2020-44,GISAID,196,0,0.0,Yes,B.1.616,0,0,
Liechtenstein,LI,2020-44,GISAID,196,0,0.0,Yes,B.1.617,0,0,
Liechtenstein,LI,2020-44,GISAID,196,0,0.0,Yes,B.1.617.1,0,0,
Liechtenstein,LI,2020-44,GISAID,196,0,0.0,Yes,B.1.617.2,0,0,
Liechtenstein,LI,2020-44,GISAID,196,0,0.0,Yes,B.1.617.3,0,0,
Liechtenstein,LI,2020-44,GISAID,196,0,0.0,Yes,B.1.620,0,0,
Liechtenstein,LI,2020-44,GISAID,196,0,0.0,Yes,B.1.621,0,0,
Liechtenstein,LI,2020-44,GISAID,196,0,0.0,Yes,B.1.640,0,0,
Liechtenstein,LI,2020-44,GISAID,196,0,0.0,Yes,C.1.2,0,0,
Liechtenstein,LI,2020-44,GISAID,196,0,0.0,Yes,C.37,0,0,
Liechtenstein,LI,2020-44,GISAID,196,0,0.0,Yes,P.1,0,0,
Liechtenstein,LI,2020-44,GISAID,196,0,0.0,Yes,P.3,0,0,
Liechtenstein,LI,2020-44,GISAID,196,0,0.0,Yes,UNK,0,,
Liechtenstein,LI,2020-44,GISAID,196,0,0.0,Yes,Other,0,0,
Liechtenstein,LI,2020-45,GISAID,199,0,0.0,Yes,AT.1,0,0,
Liechtenstein,LI,2020-45,GISAID,199,0,0.0,Yes,AY.4.2,0,0,
Liechtenstein,LI,2020-45,GISAID,199,0,0.0,Yes,B.1.1.529,0,0,
Liechtenstein,LI,2020-45,GISAID,199,0,0.0,Yes,B.1.1.7,0,0,
Liechtenstein,LI,2020-45,GISAID,199,0,0.0,Yes,B.1.1.7+E484K,0,0,
Liechtenstein,LI,2020-45,GISAID,199,0,0.0,Yes,B.1.351,0,0,
Liechtenstein,LI,2020-45,GISAID,199,0,0.0,Yes,B.1.427/B.1.429,0,0,
Liechtenstein,LI,2020-45,GISAID,199,0,0.0,Yes,B.1.525,0,0,
Liechtenstein,LI,2020-45,GISAID,199,0,0.0,Yes,B.1.526,0,0,
Liechtenstein,LI,2020-45,GISAID,199,0,0.0,Yes,B.1.616,0,0,
Liechtenstein,LI,2020-45,GISAID,199,0,0.0,Yes,B.1.617,0,0,
Liechtenstein,LI,2020-45,GISAID,199,0,0.0,Yes,B.1.617.1,0,0,
Liechtenstein,LI,2020-45,GISAID,199,0,0.0,Yes,B.1.617.2,0,0,
Liechtenstein,LI,2020-45,GISAID,199,0,0.0,Yes,B.1.617.3,0,0,
Liechtenstein,LI,2020-45,GISAID,199,0,0.0,Yes,B.1.620,0,0,
Liechtenstein,LI,2020-45,GISAID,199,0,0.0,Yes,B.1.621,0,0,
Liechtenstein,LI,2020-45,GISAID,199,0,0.0,Yes,B.1.640,0,0,
Liechtenstein,LI,2020-45,GISAID,199,0,0.0,Yes,C.1.2,0,0,
Liechtenstein,LI,2020-45,GISAID,199,0,0.0,Yes,C.37,0,0,
Liechtenstein,LI,2020-45,GISAID,199,0,0.0,Yes,P.1,0,0,
Liechtenstein,LI,2020-45,GISAID,199,0,0.0,Yes,P.3,0,0,
Liechtenstein,LI,2020-45,GISAID,199,0,0.0,Yes,UNK,0,,
Liechtenstein,LI,2020-45,GISAID,199,0,0.0,Yes,Other,0,0,
Liechtenstein,LI,2020-46,GISAID,186,0,0.0,Yes,AT.1,0,0,
Liechtenstein,LI,2020-46,GISAID,186,0,0.0,Yes,AY.4.2,0,0,
Liechtenstein,LI,2020-46,GISAID,186,0,0.0,Yes,B.1.1.529,0,0,
Liechtenstein,LI,2020-46,GISAID,186,0,0.0,Yes,B.1.1.7,0,0,
Liechtenstein,LI,2020-46,GISAID,186,0,0.0,Yes,B.1.1.7+E484K,0,0,
Liechtenstein,LI,2020-46,GISAID,186,0,0.0,Yes,B.1.351,0,0,
Liechtenstein,LI,2020-46,GISAID,186,0,0.0,Yes,B.1.427/B.1.429,0,0,
Liechtenstein,LI,2020-46,GISAID,186,0,0.0,Yes,B.1.525,0,0,
Liechtenstein,LI,2020-46,GISAID,186,0,0.0,Yes,B.1.526,0,0,
Liechtenstein,LI,2020-46,GISAID,186,0,0.0,Yes,B.1.616,0,0,
Liechtenstein,LI,2020-46,GISAID,186,0,0.0,Yes,B.1.617,0,0,
Liechtenstein,LI,2020-46,GISAID,186,0,0.0,Yes,B.1.617.1,0,0,
Liechtenstein,LI,2020-46,GISAID,186,0,0.0,Yes,B.1.617.2,0,0,
Liechtenstein,LI,2020-46,GISAID,186,0,0.0,Yes,B.1.617.3,0,0,
Liechtenstein,LI,2020-46,GISAID,186,0,0.0,Yes,B.1.620,0,0,
Liechtenstein,LI,2020-46,GISAID,186,0,0.0,Yes,B.1.621,0,0,
Liechtenstein,LI,2020-46,GISAID,186,0,0.0,Yes,B.1.640,0,0,
Liechtenstein,LI,2020-46,GISAID,186,0,0.0,Yes,C.1.2,0,0,
Liechtenstein,LI,2020-46,GISAID,186,0,0.0,Yes,C.37,0,0,
Liechtenstein,LI,2020-46,GISAID,186,0,0.0,Yes,P.1,0,0,
Liechtenstein,LI,2020-46,GISAID,186,0,0.0,Yes,P.3,0,0,
Liechtenstein,LI,2020-46,GISAID,186,0,0.0,Yes,UNK,0,,
Liechtenstein,LI,2020-46,GISAID,186,0,0.0,Yes,Other,0,0,
Liechtenstein,LI,2020-47,GISAID,166,1,0.6,Yes,AT.1,0,1,0.0
Liechtenstein,LI,2020-47,GISAID,166,1,0.6,Yes,AY.4.2,0,1,0.0
Liechtenstein,LI,2020-47,GISAID,166,1,0.6,Yes,B.1.1.529,0,1,0.0
Liechtenstein,LI,2020-47,GISAID,166,1,0.6,Yes,B.1.1.7,0,1,0.0
Liechtenstein,LI,2020-47,GISAID,166,1,0.6,Yes,B.1.1.7+E484K,0,1,0.0
Liechtenstein,LI,2020-47,GISAID,166,1,0.6,Yes,B.1.351,0,1,0.0
Liechtenstein,LI,2020-47,GISAID,166,1,0.6,Yes,B.1.427/B.1.429,0,1,0.0
Liechtenstein,LI,2020-47,GISAID,166,1,0.6,Yes,B.1.525,0,1,0.0
Liechtenstein,LI,2020-47,GISAID,166,1,0.6,Yes,B.1.526,0,1,0.0
Liechtenstein,LI,2020-47,GISAID,166,1,0.6,Yes,B.1.616,0,1,0.0
Liechtenstein,LI,2020-47,GISAID,166,1,0.6,Yes,B.1.617,0,1,0.0
Liechtenstein,LI,2020-47,GISAID,166,1,0.6,Yes,B.1.617.1,0,1,0.0
Liechtenstein,LI,2020-47,GISAID,166,1,0.6,Yes,B.1.617.2,0,1,0.0
Liechtenstein,LI,2020-47,GISAID,166,1,0.6,Yes,B.1.617.3,0,1,0.0
Liechtenstein,LI,2020-47,GISAID,166,1,0.6,Yes,B.1.620,0,1,0.0
Liechtenstein,LI,2020-47,GISAID,166,1,0.6,Yes,B.1.621,0,1,0.0
Liechtenstein,LI,2020-47,GISAID,166,1,0.6,Yes,B.1.640,0,1,0.0
Liechtenstein,LI,2020-47,GISAID,166,1,0.6,Yes,C.1.2,0,1,0.0
Liechtenstein,LI,2020-47,GISAID,166,1,0.6,Yes,C.37,0,1,0.0
Liechtenstein,LI,2020-47,GISAID,166,1,0.6,Yes,P.1,0,1,0.0
Liechtenstein,LI,2020-47,GISAID,166,1,0.6,Yes,P.3,0,1,0.0
Liechtenstein,LI,2020-47,GISAID,166,1,0.6,Yes,UNK,0,,
Liechtenstein,LI,2020-47,GISAID,166,1,0.6,Yes,Other,1,1,100.0
Liechtenstein,LI,2020-48,GISAID,118,0,0.0,Yes,AT.1,0,0,
Liechtenstein,LI,2020-48,GISAID,118,0,0.0,Yes,AY.4.2,0,0,
Liechtenstein,LI,2020-48,GISAID,118,0,0.0,Yes,B.1.1.529,0,0,
Liechtenstein,LI,2020-48,GISAID,118,0,0.0,Yes,B.1.1.7,0,0,
Liechtenstein,LI,2020-48,GISAID,118,0,0.0,Yes,B.1.1.7+E484K,0,0,
Liechtenstein,LI,2020-48,GISAID,118,0,0.0,Yes,B.1.351,0,0,
Liechtenstein,LI,2020-48,GISAID,118,0,0.0,Yes,B.1.427/B.1.429,0,0,
Liechtenstein,LI,2020-48,GISAID,118,0,0.0,Yes,B.1.525,0,0,
Liechtenstein,LI,2020-48,GISAID,118,0,0.0,Yes,B.1.526,0,0,
Liechtenstein,LI,2020-48,GISAID,118,0,0.0,Yes,B.1.616,0,0,
Liechtenstein,LI,2020-48,GISAID,118,0,0.0,Yes,B.1.617,0,0,
Liechtenstein,LI,2020-48,GISAID,118,0,0.0,Yes,B.1.617.1,0,0,
Liechtenstein,LI,2020-48,GISAID,118,0,0.0,Yes,B.1.617.2,0,0,
Liechtenstein,LI,2020-48,GISAID,118,0,0.0,Yes,B.1.617.3,0,0,
Liechtenstein,LI,2020-48,GISAID,118,0,0.0,Yes,B.1.620,0,0,
Liechtenstein,LI,2020-48,GISAID,118,0,0.0,Yes,B.1.621,0,0,
Liechtenstein,LI,2020-48,GISAID,118,0,0.0,Yes,B.1.640,0,0,
Liechtenstein,LI,2020-48,GISAID,118,0,0.0,Yes,C.1.2,0,0,
Liechtenstein,LI,2020-48,GISAID,118,0,0.0,Yes,C.37,0,0,
Liechtenstein,LI,2020-48,GISAID,118,0,0.0,Yes,P.1,0,0,
Liechtenstein,LI,2020-48,GISAID,118,0,0.0,Yes,P.3,0,0,
Liechtenstein,LI,2020-48,GISAID,118,0,0.0,Yes,UNK,0,,
Liechtenstein,LI,2020-48,GISAID,118,0,0.0,Yes,Other,0,0,
Liechtenstein,LI,2020-49,GISAID,127,2,1.6,Yes,AT.1,0,2,0.0
Liechtenstein,LI,2020-49,GISAID,127,2,1.6,Yes,AY.4.2,0,2,0.0
Liechtenstein,LI,2020-49,GISAID,127,2,1.6,Yes,B.1.1.529,0,2,0.0
Liechtenstein,LI,2020-49,GISAID,127,2,1.6,Yes,B.1.1.7,0,2,0.0
Liechtenstein,LI,2020-49,GISAID,127,2,1.6,Yes,B.1.1.7+E484K,0,2,0.0
Liechtenstein,LI,2020-49,GISAID,127,2,1.6,Yes,B.1.351,0,2,0.0
Liechtenstein,LI,2020-49,GISAID,127,2,1.6,Yes,B.1.427/B.1.429,0,2,0.0
Liechtenstein,LI,2020-49,GISAID,127,2,1.6,Yes,B.1.525,0,2,0.0
Liechtenstein,LI,2020-49,GISAID,127,2,1.6,Yes,B.1.526,0,2,0.0
Liechtenstein,LI,2020-49,GISAID,127,2,1.6,Yes,B.1.616,0,2,0.0
Liechtenstein,LI,2020-49,GISAID,127,2,1.6,Yes,B.1.617,0,2,0.0
Liechtenstein,LI,2020-49,GISAID,127,2,1.6,Yes,B.1.617.1,0,2,0.0
Liechtenstein,LI,2020-49,GISAID,127,2,1.6,Yes,B.1.617.2,0,2,0.0
Liechtenstein,LI,2020-49,GISAID,127,2,1.6,Yes,B.1.617.3,0,2,0.0
Liechtenstein,LI,2020-49,GISAID,127,2,1.6,Yes,B.1.620,0,2,0.0
Liechtenstein,LI,2020-49,GISAID,127,2,1.6,Yes,B.1.621,0,2,0.0
Liechtenstein,LI,2020-49,GISAID,127,2,1.6,Yes,B.1.640,0,2,0.0
Liechtenstein,LI,2020-49,GISAID,127,2,1.6,Yes,C.1.2,0,2,0.0
Liechtenstein,LI,2020-49,GISAID,127,2,1.6,Yes,C.37,0,2,0.0
Liechtenstein,LI,2020-49,GISAID,127,2,1.6,Yes,P.1,0,2,0.0
Liechtenstein,LI,2020-49,GISAID,127,2,1.6,Yes,P.3,0,2,0.0
Liechtenstein,LI,2020-49,GISAID,127,2,1.6,Yes,UNK,0,,
Liechtenstein,LI,2020-49,GISAID,127,2,1.6,Yes,Other,2,2,100.0
Liechtenstein,LI,2020-50,GISAID,170,2,1.2,Yes,AT.1,0,2,0.0
Liechtenstein,LI,2020-50,GISAID,170,2,1.2,Yes,AY.4.2,0,2,0.0
Liechtenstein,LI,2020-50,GISAID,170,2,1.2,Yes,B.1.1.529,0,2,0.0
Liechtenstein,LI,2020-50,GISAID,170,2,1.2,Yes,B.1.1.7,0,2,0.0
Liechtenstein,LI,2020-50,GISAID,170,2,1.2,Yes,B.1.1.7+E484K,0,2,0.0
Liechtenstein,LI,2020-50,GISAID,170,2,1.2,Yes,B.1.351,0,2,0.0
Liechtenstein,LI,2020-50,GISAID,170,2,1.2,Yes,B.1.427/B.1.429,0,2,0.0
Liechtenstein,LI,2020-50,GISAID,170,2,1.2,Yes,B.1.525,0,2,0.0
Liechtenstein,LI,2020-50,GISAID,170,2,1.2,Yes,B.1.526,0,2,0.0
Liechtenstein,LI,2020-50,GISAID,170,2,1.2,Yes,B.1.616,0,2,0.0
Liechtenstein,LI,2020-50,GISAID,170,2,1.2,Yes,B.1.617,0,2,0.0
Liechtenstein,LI,2020-50,GISAID,170,2,1.2,Yes,B.1.617.1,0,2,0.0
Liechtenstein,LI,2020-50,GISAID,170,2,1.2,Yes,B.1.617.2,0,2,0.0
Liechtenstein,LI,2020-50,GISAID,170,2,1.2,Yes,B.1.617.3,0,2,0.0
Liechtenstein,LI,2020-50,GISAID,170,2,1.2,Yes,B.1.620,0,2,0.0
Liechtenstein,LI,2020-50,GISAID,170,2,1.2,Yes,B.1.621,0,2,0.0
Liechtenstein,LI,2020-50,GISAID,170,2,1.2,Yes,B.1.640,0,2,0.0
Liechtenstein,LI,2020-50,GISAID,170,2,1.2,Yes,C.1.2,0,2,0.0
Liechtenstein,LI,2020-50,GISAID,170,2,1.2,Yes,C.37,0,2,0.0
Liechtenstein,LI,2020-50,GISAID,170,2,1.2,Yes,P.1,0,2,0.0
Liechtenstein,LI,2020-50,GISAID,170,2,1.2,Yes,P.3,0,2,0.0
Liechtenstein,LI,2020-50,GISAID,170,2,1.2,Yes,UNK,0,,
Liechtenstein,LI,2020-50,GISAID,170,2,1.2,Yes,Other,2,2,100.0
Liechtenstein,LI,2020-51,GISAID,216,10,4.6,Yes,AT.1,0,10,0.0
Liechtenstein,LI,2020-51,GISAID,216,10,4.6,Yes,AY.4.2,0,10,0.0
Liechtenstein,LI,2020-51,GISAID,216,10,4.6,Yes,B.1.1.529,0,10,0.0
Liechtenstein,LI,2020-51,GISAID,216,10,4.6,Yes,B.1.1.7,0,10,0.0
Liechtenstein,LI,2020-51,GISAID,216,10,4.6,Yes,B.1.1.7+E484K,0,10,0.0
Liechtenstein,LI,2020-51,GISAID,216,10,4.6,Yes,B.1.351,0,10,0.0
Liechtenstein,LI,2020-51,GISAID,216,10,4.6,Yes,B.1.427/B.1.429,0,10,0.0
Liechtenstein,LI,2020-51,GISAID,216,10,4.6,Yes,B.1.525,0,10,0.0
Liechtenstein,LI,2020-51,GISAID,216,10,4.6,Yes,B.1.526,0,10,0.0
Liechtenstein,LI,2020-51,GISAID,216,10,4.6,Yes,B.1.616,0,10,0.0
Liechtenstein,LI,2020-51,GISAID,216,10,4.6,Yes,B.1.617,0,10,0.0
Liechtenstein,LI,2020-51,GISAID,216,10,4.6,Yes,B.1.617.1,0,10,0.0
Liechtenstein,LI,2020-51,GISAID,216,10,4.6,Yes,B.1.617.2,0,10,0.0
Liechtenstein,LI,2020-51,GISAID,216,10,4.6,Yes,B.1.617.3,0,10,0.0
Liechtenstein,LI,2020-51,GISAID,216,10,4.6,Yes,B.1.620,0,10,0.0
Liechtenstein,LI,2020-51,GISAID,216,10,4.6,Yes,B.1.621,0,10,0.0
Liechtenstein,LI,2020-51,GISAID,216,10,4.6,Yes,B.1.640,0,10,0.0
Liechtenstein,LI,2020-51,GISAID,216,10,4.6,Yes,C.1.2,0,10,0.0
Liechtenstein,LI,2020-51,GISAID,216,10,4.6,Yes,C.37,0,10,0.0
Liechtenstein,LI,2020-51,GISAID,216,10,4.6,Yes,P.1,0,10,0.0
Liechtenstein,LI,2020-51,GISAID,216,10,4.6,Yes,P.3,0,10,0.0
Liechtenstein,LI,2020-51,GISAID,216,10,4.6,Yes,UNK,0,,
Liechtenstein,LI,2020-51,GISAID,216,10,4.6,Yes,Other,10,10,100.0
Liechtenstein,LI,2020-52,GISAID,256,5,2.0,Yes,AT.1,0,5,0.0
